version 1.00
title	cid	seller_cids	stuff_status	location_state	location_city	item_type	price	auction_increment	num	valid_thru	freight_payer	post_fee	ems_fee	express_fee	has_invoice	has_warranty	approve_status	has_showcase	list_time	description	cateProps	postage_id	has_discount	modified	upload_fail_msg	picture_status	auction_point	picture	video	skuProps	inputPids	inputValues	outer_id	propAlias	auto_fill	num_id	local_cid	navigation_type	user_name	syncStatus	is_lighting_consigment	is_xinpin	foodparame	features	global_stock_type	sub_stock_type	sell_promise	item_size	item_weight
宝贝名称	宝贝类目	店铺类目	新旧程度	省	城市	出售方式	宝贝价格	加价幅度	宝贝数量	有效期	运费承担	平邮	EMS	快递	发票	保修	放入仓库	橱窗推荐	开始时间	宝贝描述	宝贝属性	邮费模版ID	会员打折	修改时间	上传状态	图片状态	返点比例	新图片	视频	销售属性组合	用户输入ID串	用户输入名-值对	商家编码	销售属性别名	代充类型	数字ID	本地ID	宝贝分类	账户名称	宝贝状态	闪电发货	新品	食品专项	尺码库	库存类型	库存计数	退换货承诺	物流体积	物流重量
"盛大点券50元/5000点/永恒之塔/官方秒充/JYT自动充值"	50007385	""	1	"上海"	"上海"	1	46.3	""	1000	7	1	0	0	0	0	1	1	0	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>可以充传奇/传世/永恒之塔/冒险岛/彩虹岛/风云/泡泡堂等,直接充到盛大通行证，充到盛大通行证后自行转移到游戏</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A href=""http://pay.sdo.com/Deposit/HomePage.aspx"">http://pay.sdo.com/Deposit/HomePage.aspx</A></FONT></STRONG><STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"1990206:53515;20435:27530;33135:99654;"	0	0	""	"100"	"2;"	0	"73fd4d7e69de7260e84673232c1244dc:1:0:|;"	""	""	""	""	"SDDQ-50/YHZT"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"盛大点券50元/5000点/泡泡堂/官方秒充/JYT自动充值"	50007967	""	1	"上海"	"上海"	1	46.3	""	1000	7	1	0	0	0	0	1	1	0	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>可以充传奇/传世/永恒之塔/冒险岛/彩虹岛/风云/泡泡堂等,直接充到盛大通行证，充到盛大通行证后自行转移到游戏</STRONG></FONT></P><P><STRONG><FONT color=#000000 size=4 face=幼圆>盛大点券1元官方秒充/泡泡堂/全电脑充值</FONT></STRONG></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A href=""http://pay.sdo.com/Deposit/HomePage.aspx"">http://pay.sdo.com/Deposit/HomePage.aspx</A></FONT></STRONG><STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"20435:27530;26009:53551;33135:99654"	0	0	""	"100"	"2;"	0	"f6fc484a1173242cf3c36e8a21266a56:1:0:|;"	""	""	""	""	"SDDQ-50/PPT"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"盛大点券50元/5000点/热血传奇/官方秒充/JYT自动充值"	50007670	""	1	"上海"	"上海"	1	46.3	""	1000	7	1	0	0	0	0	1	1	0	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>可以充传奇/传世/永恒之塔/冒险岛/彩虹岛/风云/泡泡堂等,直接充到盛大通行证，充到盛大通行证后自行转移到游戏</STRONG></FONT></P><P><STRONG><FONT color=#000000 size=4 face=幼圆>盛大点券1元100点官方秒充</FONT></STRONG></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A href=""http://pay.sdo.com/Deposit/HomePage.aspx"">http://pay.sdo.com/Deposit/HomePage.aspx</A></FONT></STRONG><STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"25601:53024;20435:27530;33135:99654;"	0	0	""	"100"	"2;"	0	"fbb39c7983a31c265abb04834651bb34:1:0:|;"	""	""	""	""	"SDDQ-50/RXCQ"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"盛大点券50元/5000点/龙之谷/官方秒充/JYT自动充值"	50007937	""	1	"上海"	"上海"	1	46.3	""	1000	7	1	0	0	0	0	1	1	0	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>可以充传奇/传世/永恒之塔/冒险岛/彩虹岛/风云/泡泡堂等,直接充到盛大通行证，充到盛大通行证后自行转移到游戏</STRONG></FONT></P><P><STRONG><FONT color=#000000 size=4 face=幼圆>盛大点券1元100点官方秒充</FONT></STRONG></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A href=""http://pay.sdo.com/Deposit/HomePage.aspx"">http://pay.sdo.com/Deposit/HomePage.aspx</A></FONT></STRONG><STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"1626031:30678;20435:27530;33135:99654;"	0	0	""	"100"	"2;"	0	"473a81aa081f1842ca355fecc92d68e7:1:0:|;"	""	""	""	""	"SDDQ-50/LZG"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"绿岸 蜀门Online10元在线直充/手工提交/ "	50007447	""	1	"上海"	"上海"	1	9.2	""	1000	7	1	0	0	0	0	1	1	1	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>蜀门Online10元在线直充</STRONG></FONT></P><P><STRONG><FONT color=#ff0000 size=4 face=幼圆>请您注意:此宝贝一次提交数量限制1-10件！一次购买请勿超过限制，否则将无法正常为您充值，耽误您的使用！</FONT></STRONG></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><FONT size=4 face=幼圆><STRONG><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，请联系掌柜充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P></STRONG></FONT><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><FONT face=幼圆><STRONG><FONT size=4>3.充值成功后请登录游戏查询。</FONT></STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG><FONT size=4 face=幼圆><STRONG><FONT size=4 face=幼圆><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，请联系掌柜咨询以后再购买，若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</STRONG></FONT></P><P></FONT></P><P></STRONG></FONT></P><P></P><P></STRONG></FONT><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"2516079:30676;20435:27530;33135:99654;"	0	0	""	"100"	"2;"	0	"a17d1001bfec74815264250760751a69:1:0:|;"	""	""	""	""	"LASM-10/LASM"	""	2	0	0	1	捷贝供货	1	0	0			1728424528	0	0		
"网易点数100点/倩女幽魂/官方秒充/JYT自动充值 不可寄售点数"	50024770	""	1	"上海"	"上海"	1	9.6	""	9999	0	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:45436470;33135:99654;13408440:30676"	0	0	""	"200"	"2;"	0	"43bda6f32f2137e39e4099d589a00028:1:0:|;"	""	""	""	""	"WYDS-10/QVYH"	""	0	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/创世西游/官方秒充/JYT自动充值 不可寄售点数"	50007779	""	1	"上海"	"上海"	1	9.6	""	9999	0	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:27530;33135:99654"	0	0	""	"200"	"2;"	0	"859b8d4e33b17cd7c4c07be3a9ee3fc0:1:0:|;"	""	""	"1627228"	"创世西游"	"WYDS-10/CSXY"	""	0	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/创世西游/官方秒充/JYT自动充值 寄售商品"	50007779	""	1	"上海"	"上海"	1	9.6	""	9999	0	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:27530;33135:99654"	0	0	""	"200"	"2;"	0	"859b8d4e33b17cd7c4c07be3a9ee3fc0:1:0:|;"	""	""	"1627228"	"创世西游"	"WYDB-10/CSXY"	""	0	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大唐无双/官方秒充/JYT自动充值 不可寄售点数"	50007476	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#000000 size=4 face=幼圆><STRONG><P><FONT color=#000000 size=4 face=幼圆><STRONG>网易点数100点/大唐无双/官方秒充/JYT自动充值</STRONG></FONT></P><P><FONT color=#ff0000 size=5>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</FONT> </P><P></STRONG></FONT><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后请登录游戏查询</FONT></STRONG></P><P><STRONG><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"20435:27530;26005:53053;33135:99654"	0	0	""	"100"	"2;"	0	"6c7d6788bb6cc3a42b7c8249b4331daa:1:0:|;"	""	""	""	""	"WYDS-10/DTWS"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大唐豪侠/官方秒充/JYT自动充值 不可寄售点数"	50007421	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><P><FONT color=#000000 size=4 face=幼圆><STRONG>网易点数100点/大唐豪侠/官方秒充/JYT自动充值</STRONG></FONT></P><P><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> </P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后请登录游戏查询</FONT></STRONG></P><P><STRONG><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"20435:27530;26040:53053;33135:99654"	0	0	""	"100"	"2;"	0	"24d8798d5746c9cd5dedbf6dbee3a4b1:1:0:|;"	""	""	""	""	"WYDS-10/DTHX"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大唐豪侠/官方秒充/JYT自动充值 寄售商品"	50007421	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:27530;26040:53053;33135:113815"	0	0	""	"100"	"2;"	0	"5543f2b8119ee65775bb63195dfcbe19:1:0:|;"	""	""	""	""	"WYDB-10/DTHX"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大话西游/官方秒充/JYT自动充值 不可寄售点数"	50007410	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<P><FONT color=#ff0000 size=4 face=幼圆><STRONG>可以充大话西游/梦幻西游/战国风云/百变金刚/新飞飞/天下贰，不可寄售，充值帐号需填写邮箱后缀</STRONG></FONT></P><P><STRONG><FONT color=#ff0000 size=4 face=幼圆>请您注意:此宝贝为自动充值商品，不能倍拍！</FONT></STRONG></P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"25636:53053;20435:27530;33135:99654;"	0	0	""	"100"	"2;"	0	"68f114f2de757c4c0c641fe1637a5e55:1:0:|;"	""	""	""	""	"WYDS-10/DHXY"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大话西游/官方秒充/JYT自动充值 寄售商品"	50007410	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:27530;25636:53053;33135:113815"	0	0	""	"100"	"2;"	0	"68f114f2de757c4c0c641fe1637a5e55:1:0:|;"	""	""	""	""	"WYDB-10/DHXY"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大话西游3/官方秒充/JYT自动充值 不可寄售点数"	50008003	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><P><FONT color=#000000 size=4 face=幼圆><STRONG>网易点数100点/大话西游3/官方秒充/JYT自动充值</STRONG></FONT></P><P><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> </P><P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为全自动<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，系统会自动充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后请登录游戏查询</FONT></STRONG></P><P><STRONG><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P></STRONG><P><FONT color=#ff0000 size=4 face=幼圆><STRONG>本店产品均为官方在线系统进行充值，正规安全，不存在充值后有不安全的隐患，请放心购买,祝您购物愉快！</STRONG></FONT></P>"	"20435:27530;26540:53053;33135:99654"	0	0	""	"100"	"2;"	0	"947c68e5d4e4f5eca348d1530b991762:1:0:|;"	""	""	""	""	"WYDS-10/DHXY3"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
"网易点数100点/大话西游3/官方秒充/JYT自动充值 寄售商品"	50008003	""	1	"上海"	"上海"	1	9.6	""	9999	7	1	0	0	0	0	1	1	0	""	"<meta charset=""gbk""><FONT color=#ff0000 size=5><STRONG>温馨提示：在购买网易商品的时候一定看清楚商品名称的寄售或者非寄售提示，按您的需要购买不要拍错商品。谢谢合作</STRONG></FONT> <P><FONT size=4 face=幼圆><STRONG>充值说明:</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>1.此宝贝为<FONT color=#ff0000>官方秒充</FONT>产品，您只要在<FONT color=#ff0000>订单里填好账号</FONT>，付款后，联系卖家手工充值，<FONT color=#ff0000>秒充到账</FONT>！</STRONG></FONT></P><P><FONT size=4 face=幼圆><STRONG>2.购买时请您<FONT color=#ff0000>正确填写区服与帐号</FONT>，充错无法更改，请您注意！责任将由您承担！</STRONG></FONT></P><P><STRONG><FONT size=4 face=幼圆>3.充值成功后查询网址:<A>http://pay.163.com/index.jsp</A></FONT></STRONG><STRONG></STRONG></P><P><FONT size=4 face=幼圆><STRONG>4.此商品为直充商品，只要旺旺在线就能充值，无须联系。若店主不在线时购买的，需等店主上线后才能为您充值。</STRONG></FONT></P><P><FONT size=4 face=幼圆>5.请您收到充值后及时确认和以及好评，以便店家的回拢资金，谢谢！</FONT></P>"	"20435:27530;26540:53053;33135:113815"	0	0	""	"100"	"2;"	0	"947c68e5d4e4f5eca348d1530b991762:1:0:|;"	""	""	""	""	"WYDB-10/DHXY3"	""	2	0	0	1	捷贝供货	2	0	0			1728424528	0	0		
